NR,C,13|NAME,C,30|ZUSATZ,C,254|ZUSATZNR,C,11|EINHEIT,C,8|PREISA,C,10|SOPREISA,C,10|PREISB,C,10|SOPREISB,C,10|TEXT,C,254|TEXT_2,C,254|TEXT_3,C,254|TEXT_4,C,254|TEXT2,C,254|TEXT2_2,C,254|TEXT2_3,C,254|TEXT2_4,C,254|TEXT3,C,254|TEXT3_2,C,254|TEXT3_3,C,254|TEXT3_4,C,254|EAN,C,13|MHD,C,10|HALTBTAGE,C,3|GRAFIK,C,254|GRAFIK2,C,254|VKGEWICHT,C,8|KGPREISA,C,25|KGPREISB,C,25|BPTEXT1,C,254|BPTEXT1_2,C,254|BPTEXT1_3,C,254|BPTEXT1_4,C,254|BPTEXT2,C,254|BPTEXT2_2,C,254|BPTEXT2_3,C,254|BPTEXT2_4,C,254|BPTEXT3,C,254|BPTEXT3_2,C,254|BPTEXT3_3,C,254|BPTEXT3_4,C,254|BPTEXT4,C,254|BPTEXT4_2,C,254|BPTEXT4_3,C,254|BPTEXT4_4,C,254|BPTEXT5,C,254|BPTEXT5_2,C,254|BPTEXT5_3,C,254|BPTEXT5_4,C,254|BPTEXT6,C,254|BPTEXT6_2,C,254|BPTEXT6_3,C,254|BPTEXT6_4,C,254|BPTEXT7,C,254|BPTEXT7_2,C,254|BPTEXT7_3,C,254|BPTEXT7_4,C,254|BPTEXT8,C,254|BPTEXT8_2,C,254|BPTEXT8_3,C,254|BPTEXT8_4,C,254|BPTEXT9,C,254|BPTEXT9_2,C,254|BPTEXT9_3,C,254|BPTEXT9_4,C,254|BPTEXT10,C,254|BPTEXT10_2,C,254|BPTEXT10_3,C,254|BPTEXT10_4,C,254|LINKARTIK,C,30|LINKPREIS,C,10|KJ,C,10|KCAL,C,10|EIWEISS,C,10|FETT,C,10|KOHLENHYDR,C,10|GESFETTSAE,C,10|ZUCKER,C,10|BALLASTSTO,C,10|KOCHSALZ,C,10|BEINHEITEN,C,10|GRAMMBE,C,10|ALLERGENE,C,254
12x|SB-*Roggenschrot Brot b|||1000g|5,000|0,000|5,000|0,000|Roggenschrot, Natur-Sauerteig, Meersalz*||||Roggenschrotbrot||||1000g|||||15.07.2020||||1000 g|5,000|0,500|SAUERTEIG ROGGENSCHROT BIO (ROGGENSCHROT bio, Wasser); ROGGENSCHROT BIO; Wasser; Salz||||Ø je 100 g:  Energie: 831 kJ / 199 kcal  /  Fett: 0,9 g  /  davon ges. Fettsäuren: 0,2 g  /  Kohlenhydrate: 40,3 g  /  davon Zucker: 3,0 g  /  Ballaststoffe: 8,9 g  /  Eiweiß: 5,9 g  /  Salz: 1,7 g  /  Broteinheiten (BE): 3,4  /  1 BE entspricht: 30 g||||"Enthaltene Allergene: Glutenhaltige Getreide (Roggen).
 - Zutaten mit ausgewiesenen Allergenen: SAUERTEIG ROGGENSCHROT BIO, ROGGENSCHROT BIO"||||||||||||||||||||||||||||||||||831|199|5,92 g|0,94 g|40,33 g|0,20 g|3,02 g|8,87 g|1,75 g|3,36|29,75 g|Gluten
13|*Korn an Korn bio 1000g|||1000g|5,000|0,000|5,000|0,000|Roggenschrot, Roggenflocken (15%), Natur-Sauerteig, Meersalz*||||Korn an Korn||||1000g|||||15.07.2020||||1000 g|5,000|0,500|SAUERTEIG ROGGENSCHROT BIO (ROGGENSCHROT bio, Wasser); ROGGENSCHROT BIO; ROGGEN GEQUETSCHT BIO; Wasser; Salz||||Ø je 100 g:  Energie: 838 kJ / 200 kcal  /  Fett: 1,0 g  /  davon ges. Fettsäuren: 0,2 g  /  Kohlenhydrate: 40,6 g  /  davon Zucker: 2,3 g  /  Ballaststoffe: 8,9 g  /  Eiweiß: 6,0 g  /  Salz: 1,2 g  /  Broteinheiten (BE): 3,4  /  1 BE entspricht: 30 g||||"Enthaltene Allergene: Glutenhaltige Getreide (Roggen).
 - Zutaten mit ausgewiesenen Allergenen: SAUERTEIG ROGGENSCHROT BIO, ROGGENSCHROT BIO, ROGGEN GEQUETSCHT BIO"||||||||||||||||||||||||||||||||||838|200|5,95 g|1,01 g|40,57 g|0,20 g|2,32 g|8,93 g|1,24 g|3,38|29,58 g|Gluten
13x|SB- *Korn an Korn bio 10|||1000g|5,000|0,000|5,000|0,000|Roggenschrot, Roggenflocken (15%), Natur-Sauerteig, Meersalz*||||Korn an Korn||||1000g|||||15.07.2020||||1000 g|5,000|0,500|SAUERTEIG ROGGENSCHROT BIO (ROGGENSCHROT bio, Wasser); ROGGENSCHROT BIO; ROGGEN GEQUETSCHT BIO; Wasser; Salz||||Ø je 100 g:  Energie: 838 kJ / 200 kcal  /  Fett: 1,0 g  /  davon ges. Fettsäuren: 0,2 g  /  Kohlenhydrate: 40,6 g  /  davon Zucker: 2,3 g  /  Ballaststoffe: 8,9 g  /  Eiweiß: 6,0 g  /  Salz: 1,2 g  /  Broteinheiten (BE): 3,4  /  1 BE entspricht: 30 g||||"Enthaltene Allergene: Glutenhaltige Getreide (Roggen).
 - Zutaten mit ausgewiesenen Allergenen: SAUERTEIG ROGGENSCHROT BIO, ROGGENSCHROT BIO, ROGGEN GEQUETSCHT BIO"||||||||||||||||||||||||||||||||||838|200|5,95 g|1,01 g|40,57 g|0,20 g|2,32 g|8,93 g|1,24 g|3,38|29,58 g|Gluten
14|*Gewürzbrot bio 1000g|||1000g|5,050|0,000|5,050|0,000|Roggenschrot, Natur-Sauerteig, Meersalz*, Koriander, Fenchel, Kümmel, Anis||||Gewürzbrot||||1000g|||||15.07.2020||||1000 g|5,050|0,505|SAUERTEIG ROGGENSCHROT BIO (ROGGENSCHROT bio, Wasser); ROGGENSCHROT BIO; Wasser; Brotgewürz bio; Salz||||Ø je 100 g:  Energie: 860 kJ / 206 kcal  /  Fett: 1,3 g  /  davon ges. Fettsäuren: 0,2 g  /  Kohlenhydrate: 41,0 g  /  davon Zucker: 3,0 g  /  Ballaststoffe: 8,9 g  /  Eiweiß: 6,2 g  /  Salz: 1,7 g  /  Broteinheiten (BE): 3,4  /  1 BE entspricht: 29 g||||"Enthaltene Allergene: Glutenhaltige Getreide (Roggen).
 - Zutaten mit ausgewiesenen Allergenen: SAUERTEIG ROGGENSCHROT BIO, ROGGENSCHROT BIO"||||||||||||||||||||||||||||||||||860|206|6,23 g|1,27 g|40,98 g|0,20 g|3,02 g|8,87 g|1,75 g|3,41|29,29 g|Gluten
14a|*Gewürzbrot-METER Bio|||Stück|6,400|0,000|6,400|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
14x|SB- *Gewürzbrot bio 1000|||1000g|5,050|0,000|5,050|0,000|Roggenschrot, Natur-Sauerteig, Meersalz*, Koriander, Fenchel, Kümmel, Anis||||Gewürzbrot||||1000g|||||15.07.2020||||1000 g|5,050|0,505|SAUERTEIG ROGGENSCHROT BIO (ROGGENSCHROT bio, Wasser); ROGGENSCHROT BIO; Wasser; Brotgewürz bio; Salz||||Ø je 100 g:  Energie: 860 kJ / 206 kcal  /  Fett: 1,3 g  /  davon ges. Fettsäuren: 0,2 g  /  Kohlenhydrate: 41,0 g  /  davon Zucker: 3,0 g  /  Ballaststoffe: 8,9 g  /  Eiweiß: 6,2 g  /  Salz: 1,7 g  /  Broteinheiten (BE): 3,4  /  1 BE entspricht: 29 g||||"Enthaltene Allergene: Glutenhaltige Getreide (Roggen).
 - Zutaten mit ausgewiesenen Allergenen: SAUERTEIG ROGGENSCHROT BIO, ROGGENSCHROT BIO"||||||||||||||||||||||||||||||||||860|206|6,23 g|1,27 g|40,98 g|0,20 g|3,02 g|8,87 g|1,75 g|3,41|29,29 g|Gluten
15|*Walnussbrot bio 1000g|||1000g|5,250|0,000|5,250|0,000|Roggenschrot, Natur-Sauerteig, Meersalz*, Walnüsse||||Nussbrot||||1000g|||||15.07.2020||||1000 g|5,250|0,525|SAUERTEIG ROGGENSCHROT BIO (ROGGENSCHROT bio, Wasser); ROGGENSCHROT BIO; WALNUSSE BIO; Wasser; Salz||||Ø je 100 g:  Energie: 1027 kJ / 245 kcal  /  Fett: 6,6 g  /  davon ges. Fettsäuren: 0,8 g  /  Kohlenhydrate: 38,1 g  /  davon Zucker: 3,0 g  /  Ballaststoffe: 8,4 g  /  Eiweiß: 7,3 g  /  Salz: 1,6 g  /  Broteinheiten (BE): 3,2  /  1 BE entspricht: 31 g||||"Enthaltene Allergene: Glutenhaltige Getreide (Roggen), Schalenfrüchte (Walnüsse).
 - Zutaten mit ausgewiesenen Allergenen: SAUERTEIG ROGGENSCHROT BIO, ROGGENSCHROT BIO, WALNUSSE BIO"||||||||||||||||||||||||||||||||||1027|245|7,28 g|6,56 g|38,14 g|0,80 g|3,03 g|8,41 g|1,60 g|3,18|31,46 g|Gluten, Schalenfrüchte
15b|*Walnussbrot-TK BIO 35 cm|||Stück|4,750|0,000|4,750|0,000||||||||||||||15.07.2020||||1000 g|4,750|0,475|SAUERTEIG ROGGENSCHROT BIO (ROGGENSCHROT bio, Wasser); ROGGENSCHROT BIO; WALNUSSE BIO; Wasser; Salz||||Ø je 100 g:  Energie: 1027 kJ / 245 kcal  /  Fett: 6,6 g  /  davon ges. Fettsäuren: 0,8 g  /  Kohlenhydrate: 38,1 g  /  davon Zucker: 3,0 g  /  Ballaststoffe: 8,4 g  /  Eiweiß: 7,3 g  /  Salz: 1,6 g  /  Broteinheiten (BE): 3,2  /  1 BE entspricht: 31 g||||"Enthaltene Allergene: Glutenhaltige Getreide (Roggen), Schalenfrüchte (Walnüsse).
 - Zutaten mit ausgewiesenen Allergenen: SAUERTEIG ROGGENSCHROT BIO, ROGGENSCHROT BIO, WALNUSSE BIO"||||||||||||||||||||||||||||||||||1027|245|7,28 g|6,56 g|38,14 g|0,80 g|3,03 g|8,41 g|1,60 g|3,18|31,46 g|Gluten, Schalenfrüchte
15x|SB-*Walnussbrot bio 100|||1000g|5,250|0,000|5,250|0,000|Roggenschrot, Natur-Sauerteig, Meersalz*, Walnüsse||||Nussbrot||||1000g|||||15.07.2020||||1000 g|5,250|0,525|SAUERTEIG ROGGENSCHROT BIO (ROGGENSCHROT bio, Wasser); ROGGENSCHROT BIO; WALNUSSE BIO; Wasser; Salz||||Ø je 100 g:  Energie: 1027 kJ / 245 kcal  /  Fett: 6,6 g  /  davon ges. Fettsäuren: 0,8 g  /  Kohlenhydrate: 38,1 g  /  davon Zucker: 3,0 g  /  Ballaststoffe: 8,4 g  /  Eiweiß: 7,3 g  /  Salz: 1,6 g  /  Broteinheiten (BE): 3,2  /  1 BE entspricht: 31 g||||"Enthaltene Allergene: Glutenhaltige Getreide (Roggen), Schalenfrüchte (Walnüsse).
 - Zutaten mit ausgewiesenen Allergenen: SAUERTEIG ROGGENSCHROT BIO, ROGGENSCHROT BIO, WALNUSSE BIO"||||||||||||||||||||||||||||||||||1027|245|7,28 g|6,56 g|38,14 g|0,80 g|3,03 g|8,41 g|1,60 g|3,18|31,46 g|Gluten, Schalenfrüchte
16|*Mischbrot bio 1000g|||1000g|5,000|0,000|5,000|0,000|Roggenschrot (60%), Weizenvollkornmehl (40%), Natur-Sauerteig, Meersalz*, Bioreal-Hefe||||Mischbrot||||1000g|||||15.07.2020||||1000 g|5,000|0,500|SAUERTEIG ROGGENSCHROT BIO (ROGGENSCHROT bio, Wasser); WEIZENVOLLKORNMEHL BIO; ROGGENSCHROT BIO; Salz; Bio-Realhefe bio; Wasser||||Ø je 100 g:  Energie: 988 kJ / 236 kcal  /  Fett: 1,2 g  /  davon ges. Fettsäuren: 0,2 g  /  Kohlenhydrate: 45,3 g  /  davon Zucker: 3,1 g  /  Ballaststoffe: 9,2 g  /  Eiweiß: 7,7 g  /  Salz: 2,3 g  /  Broteinheiten (BE): 3,8  /  1 BE entspricht: 26 g||||"Enthaltene Allergene: Glutenhaltige Getreide (Weizen, Roggen).
 - Zutaten mit ausgewiesenen Allergenen: SAUERTEIG ROGGENSCHROT BIO, ROGGENSCHROT BIO, WEIZENVOLLKORNMEHL BIO"||||||||||||||||||||||||||||||||||988|236|7,69 g|1,24 g|45,34 g|0,23 g|3,14 g|9,23 g|2,29 g|3,78|26,46 g|Gluten
16a|*Mischbrotmeter bio|||1000g|7,050|0,000|7,050|0,000|Roggenschrot (60%), Weizenvollkornmehl (40%), Natur-Sauerteig, Meersalz*, Bioreal-Hefe||||Mischbrot||||1000g|||||15.07.2020||||1000 g|7,050|0,705|SAUERTEIG ROGGENSCHROT BIO (ROGGENSCHROT bio, Wasser); WEIZENVOLLKORNMEHL BIO; ROGGENSCHROT BIO; Salz; Bio-Realhefe bio; Wasser||||Ø je 100 g:  Energie: 988 kJ / 236 kcal  /  Fett: 1,2 g  /  davon ges. Fettsäuren: 0,2 g  /  Kohlenhydrate: 45,3 g  /  davon Zucker: 3,1 g  /  Ballaststoffe: 9,2 g  /  Eiweiß: 7,7 g  /  Salz: 2,3 g  /  Broteinheiten (BE): 3,8  /  1 BE entspricht: 26 g||||"Enthaltene Allergene: Glutenhaltige Getreide (Weizen, Roggen).
 - Zutaten mit ausgewiesenen Allergenen: SAUERTEIG ROGGENSCHROT BIO, ROGGENSCHROT BIO, WEIZENVOLLKORNMEHL BIO"||||||||||||||||||||||||||||||||||988|236|7,69 g|1,24 g|45,34 g|0,23 g|3,14 g|9,23 g|2,29 g|3,78|26,46 g|Gluten
16x|Sb- *Mischbrot bio 1000g|||1000g|5,000|0,000|5,000|0,000|Roggenschrot (60%), Weizenvollkornmehl (40%), Natur-Sauerteig, Meersalz*, Bioreal-Hefe||||Mischbrot||||1000g|||||15.07.2020||||1000 g|5,000|0,500|SAUERTEIG ROGGENSCHROT BIO (ROGGENSCHROT bio, Wasser); WEIZENVOLLKORNMEHL BIO; ROGGENSCHROT BIO; Salz; Bio-Realhefe bio; Wasser||||Ø je 100 g:  Energie: 988 kJ / 236 kcal  /  Fett: 1,2 g  /  davon ges. Fettsäuren: 0,2 g  /  Kohlenhydrate: 45,3 g  /  davon Zucker: 3,1 g  /  Ballaststoffe: 9,2 g  /  Eiweiß: 7,7 g  /  Salz: 2,3 g  /  Broteinheiten (BE): 3,8  /  1 BE entspricht: 26 g||||"Enthaltene Allergene: Glutenhaltige Getreide (Weizen, Roggen).
 - Zutaten mit ausgewiesenen Allergenen: SAUERTEIG ROGGENSCHROT BIO, ROGGENSCHROT BIO, WEIZENVOLLKORNMEHL BIO"||||||||||||||||||||||||||||||||||988|236|7,69 g|1,24 g|45,34 g|0,23 g|3,14 g|9,23 g|2,29 g|3,78|26,46 g|Gluten
17|*Bauernbrot bio 1000g|||1000g|5,000|0,000|5,000|0,000|Roggenschrot, Weizenvollkornmehl, Natur-Sauerteig, Meersalz*, Bioreal-Hefe||||Bauernbrot||||1000g|||||15.07.2020||||1000 g|5,000|0,500|SAUERTEIG ROGGENSCHROT BIO (ROGGENSCHROT bio, Wasser); WEIZENVOLLKORNMEHL BIO; ROGGENSCHROT BIO; Salz; Bio-Realhefe bio; Wasser||||Ø je 100 g:  Energie: 988 kJ / 236 kcal  /  Fett: 1,2 g  /  davon ges. Fettsäuren: 0,2 g  /  Kohlenhydrate: 45,3 g  /  davon Zucker: 3,1 g  /  Ballaststoffe: 9,2 g  /  Eiweiß: 7,7 g  /  Salz: 2,3 g  /  Broteinheiten (BE): 3,8  /  1 BE entspricht: 26 g||||"Enthaltene Allergene: Glutenhaltige Getreide (Weizen, Roggen).
 - Zutaten mit ausgewiesenen Allergenen: SAUERTEIG ROGGENSCHROT BIO, ROGGENSCHROT BIO, WEIZENVOLLKORNMEHL BIO"||||||||||||||||||||||||||||||||||988|236|7,69 g|1,24 g|45,34 g|0,23 g|3,14 g|9,23 g|2,29 g|3,78|26,46 g|Gluten
17a|*Bauernbrot 750g bio|||Stück|4,050|0,000|4,050|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
17x|SB- *Bauernbrot bio 1000|||1000g|5,000|0,000|5,000|0,000|Roggenschrot, Weizenvollkornmehl, Natur-Sauerteig, Meersalz*, Bioreal-Hefe||||Bauernbrot||||1000g|||||15.07.2020||||1000 g|5,000|0,500|SAUERTEIG ROGGENSCHROT BIO (ROGGENSCHROT bio, Wasser); WEIZENVOLLKORNMEHL BIO; ROGGENSCHROT BIO; Salz; Bio-Realhefe bio; Wasser||||Ø je 100 g:  Energie: 988 kJ / 236 kcal  /  Fett: 1,2 g  /  davon ges. Fettsäuren: 0,2 g  /  Kohlenhydrate: 45,3 g  /  davon Zucker: 3,1 g  /  Ballaststoffe: 9,2 g  /  Eiweiß: 7,7 g  /  Salz: 2,3 g  /  Broteinheiten (BE): 3,8  /  1 BE entspricht: 26 g||||"Enthaltene Allergene: Glutenhaltige Getreide (Weizen, Roggen).
 - Zutaten mit ausgewiesenen Allergenen: SAUERTEIG ROGGENSCHROT BIO, ROGGENSCHROT BIO, WEIZENVOLLKORNMEHL BIO"||||||||||||||||||||||||||||||||||988|236|7,69 g|1,24 g|45,34 g|0,23 g|3,14 g|9,23 g|2,29 g|3,78|26,46 g|Gluten
18|*kl. Mehrkornbrot bio 750g|||750g|4,400|0,000|4,400|0,000|Roggenschrot (60%), Weizenvollkornmehl (40%), Natur-Sauerteig, Meersalz*, Bioreal-Hefe, Leinsaat, Sonnenblumenkerne, Hirse, Haferflocken, Sesamsaat||||Mehrkornbrot||||750g|||||15.07.2020||||750 g|5,867|0,587|SAUERTEIG ROGGENSCHROT BIO (ROGGENSCHROT bio, Wasser); WEIZENVOLLKORNMEHL BIO; ROGGENSCHROT BIO; HAFERFLOCKEN BIO; Hirse bio; Leinsaat bio; Sonnenblumenkerne bio; Salz; Bio-Realhefe bio; Wasser||||Ø je 100 g:  Energie: 1091 kJ / 261 kcal  /  Fett: 4,0 g  /  davon ges. Fettsäuren: 0,5 g  /  Kohlenhydrate: 44,2 g  /  davon Zucker: 2,9 g  /  Ballaststoffe: 9,4 g  /  Eiweiß: 8,6 g  /  Salz: 2,0 g  /  Broteinheiten (BE): 3,7  /  1 BE entspricht: 27 g||||"Enthaltene Allergene: Glutenhaltige Getreide (Weizen, Roggen, Hafer).
 - Zutaten mit ausgewiesenen Allergenen: SAUERTEIG ROGGENSCHROT BIO, ROGGENSCHROT BIO, WEIZENVOLLKORNMEHL BIO, HAFERFLOCKEN BIO"||||||||||||||||||||||||||||||||||1091|261|8,61 g|3,98 g|44,22 g|0,54 g|2,90 g|9,42 g|2,03 g|3,68|27,14 g|Gluten
18x|SB- *kl. Mehrkornbrot bio 750g|||750g|4,400|0,000|4,400|0,000|Roggenschrot (60%), Weizenvollkornmehl (40%), Natur-Sauerteig, Meersalz*, Bioreal-Hefe, Leinsaat, Sonnenblumenkerne, Hirse, Haferflocken, Sesamsaat||||Mehrkornbrot||||750g|||||15.07.2020||||750 g|5,867|0,587|SAUERTEIG ROGGENSCHROT BIO (ROGGENSCHROT bio, Wasser); WEIZENVOLLKORNMEHL BIO; ROGGENSCHROT BIO; HAFERFLOCKEN BIO; Hirse bio; Leinsaat bio; Sonnenblumenkerne bio; Salz; Bio-Realhefe bio; Wasser||||Ø je 100 g:  Energie: 1091 kJ / 261 kcal  /  Fett: 4,0 g  /  davon ges. Fettsäuren: 0,5 g  /  Kohlenhydrate: 44,2 g  /  davon Zucker: 2,9 g  /  Ballaststoffe: 9,4 g  /  Eiweiß: 8,6 g  /  Salz: 2,0 g  /  Broteinheiten (BE): 3,7  /  1 BE entspricht: 27 g||||"Enthaltene Allergene: Glutenhaltige Getreide (Weizen, Roggen, Hafer).
 - Zutaten mit ausgewiesenen Allergenen: SAUERTEIG ROGGENSCHROT BIO, ROGGENSCHROT BIO, WEIZENVOLLKORNMEHL BIO, HAFERFLOCKEN BIO"||||||||||||||||||||||||||||||||||1091|261|8,61 g|3,98 g|44,22 g|0,54 g|2,90 g|9,42 g|2,03 g|3,68|27,14 g|Gluten
19|*kl. Sonnenblumenbrot bio 750g|||750g|4,400|0,000|4,400|0,000|Roggenschrot (60%), Weizenvollkornmehl (40%), Natur-Sauerteig, Bioreal-Hefe, Meersalz*, SB-Kerne (15%)||||Sonnenblumenbrot||||750g|||||15.07.2020||||750 g|5,867|0,587|SAUERTEIG ROGGENSCHROT BIO (ROGGENSCHROT bio, Wasser); WEIZENVOLLKORNMEHL BIO; Sonnenblumenkerne bio; ROGGENSCHROT BIO; Salz; Bio-Realhefe bio; Wasser||||Ø je 100 g:  Energie: 1124 kJ / 269 kcal  /  Fett: 5,9 g  /  davon ges. Fettsäuren: 0,8 g  /  Kohlenhydrate: 42,2 g  /  davon Zucker: 2,9 g  /  Ballaststoffe: 8,9 g  /  Eiweiß: 9,1 g  /  Salz: 2,1 g  /  Broteinheiten (BE): 3,5  /  1 BE entspricht: 28 g||||"Enthaltene Allergene: Glutenhaltige Getreide (Weizen, Roggen).
 - Zutaten mit ausgewiesenen Allergenen: SAUERTEIG ROGGENSCHROT BIO, ROGGENSCHROT BIO, WEIZENVOLLKORNMEHL BIO"||||||||||||||||||||||||||||||||||1124|269|9,12 g|5,85 g|42,15 g|0,76 g|2,86 g|8,95 g|2,07 g|3,51|28,47 g|Gluten
19x|SB *kl. Sonnenblumenbrot bio|||750g|4,400|0,000|4,400|0,000|Roggenschrot (60%), Weizenvollkornmehl (40%), Natur-Sauerteig, Bioreal-Hefe, Meersalz*, SB-Kerne (15%)||||Sonnenblumenbrot||||750g|||||15.07.2020||||750 g|5,867|0,587|SAUERTEIG ROGGENSCHROT BIO (ROGGENSCHROT bio, Wasser); WEIZENVOLLKORNMEHL BIO; Sonnenblumenkerne bio; ROGGENSCHROT BIO; Salz; Bio-Realhefe bio; Wasser||||Ø je 100 g:  Energie: 1124 kJ / 269 kcal  /  Fett: 5,9 g  /  davon ges. Fettsäuren: 0,8 g  /  Kohlenhydrate: 42,2 g  /  davon Zucker: 2,9 g  /  Ballaststoffe: 8,9 g  /  Eiweiß: 9,1 g  /  Salz: 2,1 g  /  Broteinheiten (BE): 3,5  /  1 BE entspricht: 28 g||||"Enthaltene Allergene: Glutenhaltige Getreide (Weizen, Roggen).
 - Zutaten mit ausgewiesenen Allergenen: SAUERTEIG ROGGENSCHROT BIO, ROGGENSCHROT BIO, WEIZENVOLLKORNMEHL BIO"||||||||||||||||||||||||||||||||||1124|269|9,12 g|5,85 g|42,15 g|0,76 g|2,86 g|8,95 g|2,07 g|3,51|28,47 g|Gluten
20|*kl. Haferbrot bio 750g|||750g|4,400|0,000|4,400|0,000|Roggenschrot (60%), Weizenvollkornmehl (40%), Natur-Sauerteig, Meersalz*, Bioreal-Hefe, Haferflocken (20%)||||Haferbrot||||750g|||||15.07.2020||||750 g|5,867|0,587|SAUERTEIG ROGGENSCHROT BIO (ROGGENSCHROT bio, Wasser); WEIZENVOLLKORNMEHL BIO; HAFERFLOCKEN BIO; ROGGENSCHROT BIO; Salz; Bio-Realhefe bio; Wasser||||Ø je 100 g:  Energie: 1053 kJ / 252 kcal  /  Fett: 2,0 g  /  davon ges. Fettsäuren: 0,4 g  /  Kohlenhydrate: 47,2 g  /  davon Zucker: 2,8 g  /  Ballaststoffe: 9,3 g  /  Eiweiß: 8,3 g  /  Salz: 2,0 g  /  Broteinheiten (BE): 3,9  /  1 BE entspricht: 25 g||||"Enthaltene Allergene: Glutenhaltige Getreide (Weizen, Roggen, Hafer).
 - Zutaten mit ausgewiesenen Allergenen: SAUERTEIG ROGGENSCHROT BIO, ROGGENSCHROT BIO, WEIZENVOLLKORNMEHL BIO, HAFERFLOCKEN BIO"||||||||||||||||||||||||||||||||||1053|252|8,34 g|2,02 g|47,16 g|0,38 g|2,85 g|9,33 g|1,99 g|3,93|25,45 g|Gluten
20x|SB- *kl. Haferbrot bio 750g|||750g|4,400|0,000|4,400|0,000|Roggenschrot (60%), Weizenvollkornmehl (40%), Natur-Sauerteig, Meersalz*, Bioreal-Hefe, Haferflocken (20%)||||Haferbrot||||750g|||||15.07.2020||||750 g|5,867|0,587|SAUERTEIG ROGGENSCHROT BIO (ROGGENSCHROT bio, Wasser); WEIZENVOLLKORNMEHL BIO; HAFERFLOCKEN BIO; ROGGENSCHROT BIO; Salz; Bio-Realhefe bio; Wasser||||Ø je 100 g:  Energie: 1053 kJ / 252 kcal  /  Fett: 2,0 g  /  davon ges. Fettsäuren: 0,4 g  /  Kohlenhydrate: 47,2 g  /  davon Zucker: 2,8 g  /  Ballaststoffe: 9,3 g  /  Eiweiß: 8,3 g  /  Salz: 2,0 g  /  Broteinheiten (BE): 3,9  /  1 BE entspricht: 25 g||||"Enthaltene Allergene: Glutenhaltige Getreide (Weizen, Roggen, Hafer).
 - Zutaten mit ausgewiesenen Allergenen: SAUERTEIG ROGGENSCHROT BIO, ROGGENSCHROT BIO, WEIZENVOLLKORNMEHL BIO, HAFERFLOCKEN BIO"||||||||||||||||||||||||||||||||||1053|252|8,34 g|2,02 g|47,16 g|0,38 g|2,85 g|9,33 g|1,99 g|3,93|25,45 g|Gluten
21|*Kürbiskernbrot bio 750g|||750g|4,900|0,000|4,900|0,000|Roggenschrot (60%), Weizenvollkornmehl (40%), Natur-Sauerteig, Bioreal-Hefe, Meersalz*, Kürbiskerne (25%)||||Kürbiskernbrot||||750g|||||15.07.2020||||750 g|6,533|0,653|SAUERTEIG ROGGENSCHROT BIO (ROGGENSCHROT bio, Wasser); WEIZENVOLLKORNMEHL BIO; Kürbiskerne bio; ROGGENSCHROT BIO; Salz; Bio-Realhefe bio; Wasser||||Ø je 100 g:  Energie: 1155 kJ / 276 kcal  /  Fett: 6,7 g  /  davon ges. Fettsäuren: 1,4 g  /  Kohlenhydrate: 41,5 g  /  davon Zucker: 2,8 g  /  Ballaststoffe: 9,2 g  /  Eiweiß: 9,8 g  /  Salz: 2,0 g  /  Broteinheiten (BE): 3,5  /  1 BE entspricht: 29 g||||"Enthaltene Allergene: Glutenhaltige Getreide (Weizen, Roggen).
 - Zutaten mit ausgewiesenen Allergenen: SAUERTEIG ROGGENSCHROT BIO, ROGGENSCHROT BIO, WEIZENVOLLKORNMEHL BIO"||||||||||||||||||||||||||||||||||1155|276|9,75 g|6,71 g|41,51 g|1,36 g|2,79 g|9,18 g|2,02 g|3,46|28,91 g|Gluten
21a|*Kürbiskernbrot 500g bio|||Stück|4,700|0,000|4,700|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
21x|SB-*Kürbiskernbrot bio|||750g|4,900|0,000|4,900|0,000|Roggenschrot (60%), Weizenvollkornmehl (40%), Natur-Sauerteig, Bioreal-Hefe, Meersalz*, Kürbiskerne (25%)||||Kürbiskernbrot||||750g|||||15.07.2020||||750 g|6,533|0,653|SAUERTEIG ROGGENSCHROT BIO (ROGGENSCHROT bio, Wasser); WEIZENVOLLKORNMEHL BIO; Kürbiskerne bio; ROGGENSCHROT BIO; Salz; Bio-Realhefe bio; Wasser||||Ø je 100 g:  Energie: 1155 kJ / 276 kcal  /  Fett: 6,7 g  /  davon ges. Fettsäuren: 1,4 g  /  Kohlenhydrate: 41,5 g  /  davon Zucker: 2,8 g  /  Ballaststoffe: 9,2 g  /  Eiweiß: 9,8 g  /  Salz: 2,0 g  /  Broteinheiten (BE): 3,5  /  1 BE entspricht: 29 g||||"Enthaltene Allergene: Glutenhaltige Getreide (Weizen, Roggen).
 - Zutaten mit ausgewiesenen Allergenen: SAUERTEIG ROGGENSCHROT BIO, ROGGENSCHROT BIO, WEIZENVOLLKORNMEHL BIO"||||||||||||||||||||||||||||||||||1155|276|9,75 g|6,71 g|41,51 g|1,36 g|2,79 g|9,18 g|2,02 g|3,46|28,91 g|Gluten
